week,position,song,artist
1997-12-01 00:00:00,31,Takes A Little Time,Amy Grant
1997-12-01 00:00:00,32,The One I Gave My Heart To,Aaliyah
1997-12-01 00:00:00,33,Sock It 2 Me,Missy 'Misdemeanor' Elliott
1997-12-01 00:00:00,34,Butta Love,Next
1997-12-01 00:00:00,35,Legend Of A Cowgirl,Imani Coppola
1997-12-01 00:00:00,36,Spice Up Your Life,Spice Girls
1997-12-01 00:00:00,37,What About Us,Total
1997-12-01 00:00:00,38,Something About The Way You Look Tonight,Elton John
1997-12-01 00:00:00,39,Love You Down,Inoj
1997-12-01 00:00:00,40,How's It Going To Be,Third Eye Blind
1997-12-08 00:00:00,1,Tubthumping,Chumbawamba
1997-12-08 00:00:00,2,Show Me Love,Robyn
1997-12-08 00:00:00,3,Fly,Sugar Ray
1997-12-08 00:00:00,4,You Make Me Wanna...,Usher
1997-12-08 00:00:00,5,All Cried Out,Allure &amp; 112
1997-12-08 00:00:00,6,How Do I Live,LeAnn Rimes
1997-12-08 00:00:00,7,I Don't Want To Wait,Paula Cole
1997-12-08 00:00:00,8,Foolish Games,Jewel
1997-12-08 00:00:00,9,"Truly,madly,deeply",Savage Garden
1997-12-08 00:00:00,10,4 Seasons Of Loneliness,Boyz II Men
1997-12-08 00:00:00,11,I Do,Lisa Loeb
1997-12-08 00:00:00,12,Walkin' On The Sun,Smash Mouth
1997-12-08 00:00:00,13,As Long As You Love Me,Backstreet Boys
1997-12-08 00:00:00,14,I Will Come To You,Hanson
1997-12-08 00:00:00,15,Criminal,Fiona Apple
1997-12-08 00:00:00,16,Push,Matchbox 20
1997-12-08 00:00:00,17,Semi-charmed Life,Third Eye Blind
1997-12-08 00:00:00,18,Breaking All The Rules,She Moves
1997-12-08 00:00:00,19,Quit Playing Games (with My Heart),Backstreet Boys
1997-12-08 00:00:00,20,Butterfly,Mariah Carey
1997-12-08 00:00:00,21,All For You,Sister Hazel
1997-12-08 00:00:00,22,Feel So Good,Mase
1997-12-08 00:00:00,23,Building A Mystery,Sarah McLachlan
1997-12-08 00:00:00,24,If You Could Only See,Tonic
1997-12-08 00:00:00,25,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
1997-12-08 00:00:00,26,Candle In The Wind 1997,Elton John
1997-12-08 00:00:00,27,Together Again,Janet Jackson
1997-12-08 00:00:00,28,My Body,LSG
1997-12-08 00:00:00,29,"Mo Money,mo Problems",Notorious B.I.G.
1997-12-08 00:00:00,30,Takes A Little Time,Amy Grant
1997-12-08 00:00:00,31,It's All About The Benjamins,Puff Daddy &amp; The Family
1997-12-08 00:00:00,32,The One I Gave My Heart To,Aaliyah
1997-12-08 00:00:00,33,Spice Up Your Life,Spice Girls
1997-12-08 00:00:00,34,Butta Love,Next
1997-12-08 00:00:00,35,Something About The Way You Look Tonight,Elton John
1997-12-08 00:00:00,36,How's It Going To Be,Third Eye Blind
1997-12-08 00:00:00,37,Sock It 2 Me,Missy 'Misdemeanor' Elliott
1997-12-08 00:00:00,38,What About Us,Total
1997-12-08 00:00:00,39,Love You Down,Inoj
1997-12-08 00:00:00,40,A Song For Mama,Boyz II Men
1997-12-15 00:00:00,1,Tubthumping,Chumbawamba
1997-12-15 00:00:00,2,Show Me Love,Robyn
1997-12-15 00:00:00,3,Fly,Sugar Ray
1997-12-15 00:00:00,4,You Make Me Wanna...,Usher
1997-12-15 00:00:00,5,All Cried Out,Allure &amp; 112
1997-12-15 00:00:00,6,How Do I Live,LeAnn Rimes
1997-12-15 00:00:00,7,I Don't Want To Wait,Paula Cole
1997-12-15 00:00:00,8,"Truly,madly,deeply",Savage Garden
1997-12-15 00:00:00,9,Walkin' On The Sun,Smash Mouth
1997-12-15 00:00:00,10,Foolish Games,Jewel
1997-12-15 00:00:00,11,I Do,Lisa Loeb
1997-12-15 00:00:00,12,Together Again,Janet Jackson
1997-12-15 00:00:00,13,As Long As You Love Me,Backstreet Boys
1997-12-15 00:00:00,14,4 Seasons Of Loneliness,Boyz II Men
1997-12-15 00:00:00,15,I Will Come To You,Hanson
1997-12-15 00:00:00,16,Breaking All The Rules,She Moves
1997-12-15 00:00:00,17,Push,Matchbox 20
1997-12-15 00:00:00,18,Semi-charmed Life,Third Eye Blind
1997-12-15 00:00:00,19,Criminal,Fiona Apple
1997-12-15 00:00:00,20,Feel So Good,Mase
1997-12-15 00:00:00,21,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
1997-12-15 00:00:00,22,If You Could Only See,Tonic
1997-12-15 00:00:00,23,Candle In The Wind 1997,Elton John
1997-12-15 00:00:00,24,How's It Going To Be,Third Eye Blind
1997-12-15 00:00:00,25,Butterfly,Mariah Carey
1997-12-15 00:00:00,26,My Body,LSG
1997-12-15 00:00:00,27,Quit Playing Games (with My Heart),Backstreet Boys
1997-12-15 00:00:00,28,Building A Mystery,Sarah McLachlan
1997-12-15 00:00:00,29,It's All About The Benjamins,Puff Daddy &amp; The Family
1997-12-15 00:00:00,30,A Song For Mama,Boyz II Men
1997-12-15 00:00:00,31,3 Am,Matchbox 20
1997-12-15 00:00:00,32,Takes A Little Time,Amy Grant
1997-12-15 00:00:00,33,"Mo Money,mo Problems",Notorious B.I.G.
1997-12-15 00:00:00,34,Something About The Way You Look Tonight,Elton John
1997-12-15 00:00:00,35,What Would Happen,Meredith Brooks
1997-12-15 00:00:00,36,All For You,Sister Hazel
1997-12-15 00:00:00,37,Butta Love,Next
1997-12-15 00:00:00,38,The One I Gave My Heart To,Aaliyah
1997-12-15 00:00:00,39,Spice Up Your Life,Spice Girls
1997-12-15 00:00:00,40,Love You Down,Inoj
1997-12-22 00:00:00,1,Tubthumping,Chumbawamba
1997-12-22 00:00:00,2,Show Me Love,Robyn
1997-12-22 00:00:00,3,Fly,Sugar Ray
1997-12-22 00:00:00,4,You Make Me Wanna...,Usher
1997-12-22 00:00:00,5,All Cried Out,Allure &amp; 112
1997-12-22 00:00:00,6,"Truly,madly,deeply",Savage Garden
1997-12-22 00:00:00,7,How Do I Live,LeAnn Rimes
1997-12-22 00:00:00,8,Walkin' On The Sun,Smash Mouth
1997-12-22 00:00:00,9,I Don't Want To Wait,Paula Cole
1997-12-22 00:00:00,10,Together Again,Janet Jackson
1997-12-22 00:00:00,11,I Do,Lisa Loeb
1997-12-22 00:00:00,12,As Long As You Love Me,Backstreet Boys
1997-12-22 00:00:00,13,Foolish Games,Jewel
1997-12-22 00:00:00,14,I Will Come To You,Hanson
1997-12-22 00:00:00,15,Breaking All The Rules,She Moves
1997-12-22 00:00:00,16,4 Seasons Of Loneliness,Boyz II Men
1997-12-22 00:00:00,17,Semi-charmed Life,Third Eye Blind
1997-12-22 00:00:00,18,Push,Matchbox 20
1997-12-22 00:00:00,19,Criminal,Fiona Apple
1997-12-22 00:00:00,20,How's It Going To Be,Third Eye Blind
1997-12-22 00:00:00,21,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
1997-12-22 00:00:00,22,Feel So Good,Mase
1997-12-22 00:00:00,23,Candle In The Wind 1997,Elton John
1997-12-22 00:00:00,24,If You Could Only See,Tonic
1997-12-22 00:00:00,25,3 Am,Matchbox 20
1997-12-22 00:00:00,26,It's All About The Benjamins,Puff Daddy &amp; The Family
1997-12-22 00:00:00,27,My Body,LSG
1997-12-22 00:00:00,28,A Song For Mama,Boyz II Men
1997-12-22 00:00:00,29,Quit Playing Games (with My Heart),Backstreet Boys
1997-12-22 00:00:00,30,What Would Happen,Meredith Brooks
1997-12-22 00:00:00,31,"Mo Money,mo Problems",Notorious B.I.G.
1997-12-22 00:00:00,32,Butterfly,Mariah Carey
1997-12-22 00:00:00,33,The One I Gave My Heart To,Aaliyah
1997-12-22 00:00:00,34,Building A Mystery,Sarah McLachlan
1997-12-22 00:00:00,35,Something About The Way You Look Tonight,Elton John
1997-12-22 00:00:00,36,We're Not Making Love No More,Dru Hill
1997-12-22 00:00:00,37,Spice Up Your Life,Spice Girls
1997-12-22 00:00:00,38,Takes A Little Time,Amy Grant
1997-12-22 00:00:00,39,Butta Love,Next
1997-12-22 00:00:00,40,Love You Down,Inoj
1997-12-29 00:00:00,1,Tubthumping,Chumbawamba
1997-12-29 00:00:00,2,Show Me Love,Robyn
1997-12-29 00:00:00,3,Fly,Sugar Ray
1997-12-29 00:00:00,4,You Make Me Wanna...,Usher
1997-12-29 00:00:00,5,"Truly,madly,deeply",Savage Garden
1997-12-29 00:00:00,6,Walkin' On The Sun,Smash Mouth
1997-12-29 00:00:00,7,All Cried Out,Allure &amp; 112
1997-12-29 00:00:00,8,How Do I Live,LeAnn Rimes
1997-12-29 00:00:00,9,I Don't Want To Wait,Paula Cole
1997-12-29 00:00:00,10,Together Again,Janet Jackson
1997-12-29 00:00:00,11,I Do,Lisa Loeb
1997-12-29 00:00:00,12,As Long As You Love Me,Backstreet Boys
1997-12-29 00:00:00,13,Foolish Games,Jewel
1997-12-29 00:00:00,14,I Will Come To You,Hanson
1997-12-29 00:00:00,15,Semi-charmed Life,Third Eye Blind
1997-12-29 00:00:00,16,Push,Matchbox 20
1997-12-29 00:00:00,17,Breaking All The Rules,She Moves
1997-12-29 00:00:00,18,4 Seasons Of Loneliness,Boyz II Men
1997-12-29 00:00:00,19,How's It Going To Be,Third Eye Blind
1997-12-29 00:00:00,20,Criminal,Fiona Apple
1997-12-29 00:00:00,21,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
1997-12-29 00:00:00,22,Feel So Good,Mase
1997-12-29 00:00:00,23,Candle In The Wind 1997,Elton John
1997-12-29 00:00:00,24,If You Could Only See,Tonic
1997-12-29 00:00:00,25,3 Am,Matchbox 20
1997-12-29 00:00:00,26,It's All About The Benjamins,Puff Daddy &amp; The Family
1997-12-29 00:00:00,27,A Song For Mama,Boyz II Men
1997-12-29 00:00:00,28,My Body,LSG
1997-12-29 00:00:00,29,What Would Happen,Meredith Brooks
1997-12-29 00:00:00,30,Quit Playing Games (with My Heart),Backstreet Boys
1997-12-29 00:00:00,31,"Mo Money,mo Problems",Notorious B.I.G.
1997-12-29 00:00:00,32,We're Not Making Love No More,Dru Hill
1997-12-29 00:00:00,33,Love You Down,Inoj
1997-12-29 00:00:00,34,I Don't Ever Want To See You Again,Uncle Sam
1997-12-29 00:00:00,35,The One I Gave My Heart To,Aaliyah
1997-12-29 00:00:00,36,Spice Up Your Life,Spice Girls
1997-12-29 00:00:00,37,Butta Love,Next
1997-12-29 00:00:00,38,Building A Mystery,Sarah McLachlan
1997-12-29 00:00:00,39,Sock It 2 Me,Missy 'Misdemeanor' Elliott
1997-12-29 00:00:00,40,Butterfly,Mariah Carey
1998-01-05 00:00:00,1,Tubthumping,Chumbawamba
1998-01-05 00:00:00,2,Fly,Sugar Ray
1998-01-05 00:00:00,3,Show Me Love,Robyn
1998-01-05 00:00:00,4,"Truly,madly,deeply",Savage Garden
1998-01-05 00:00:00,5,You Make Me Wanna...,Usher
1998-01-05 00:00:00,6,How Do I Live,LeAnn Rimes
1998-01-05 00:00:00,7,Walkin' On The Sun,Smash Mouth
1998-01-05 00:00:00,8,Together Again,Janet Jackson
1998-01-05 00:00:00,9,I Don't Want To Wait,Paula Cole
1998-01-05 00:00:00,10,As Long As You Love Me,Backstreet Boys
1998-01-05 00:00:00,11,All Cried Out,Allure &amp; 112
1998-01-05 00:00:00,12,I Do,Lisa Loeb
1998-01-05 00:00:00,13,Push,Matchbox 20
1998-01-05 00:00:00,14,3 Am,Matchbox 20
1998-01-05 00:00:00,15,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
1998-01-05 00:00:00,16,If You Could Only See,Tonic
1998-01-05 00:00:00,17,Foolish Games,Jewel
1998-01-05 00:00:00,18,I Will Come To You,Hanson
1998-01-05 00:00:00,19,How's It Going To Be,Third Eye Blind
1998-01-05 00:00:00,20,4 Seasons Of Loneliness,Boyz II Men
1998-01-05 00:00:00,21,Semi-charmed Life,Third Eye Blind
1998-01-05 00:00:00,22,Breaking All The Rules,She Moves
1998-01-05 00:00:00,23,Feel So Good,Mase
1998-01-05 00:00:00,24,Criminal,Fiona Apple
1998-01-05 00:00:00,25,Something About The Way You Look Tonight,Elton John
1998-01-05 00:00:00,26,A Song For Mama,Boyz II Men
1998-01-05 00:00:00,27,Love You Down,Inoj
1998-01-05 00:00:00,28,My Body,LSG
1998-01-05 00:00:00,29,Candle In The Wind 1997,Elton John
1998-01-05 00:00:00,30,It's All About The Benjamins,Puff Daddy &amp; The Family
1998-01-05 00:00:00,31,Heaven,Nu Flavor
1998-01-05 00:00:00,32,I Don't Ever Want To See You Again,Uncle Sam
1998-01-05 00:00:00,33,We're Not Making Love No More,Dru Hill
1998-01-05 00:00:00,34,What Would Happen,Meredith Brooks
1998-01-05 00:00:00,35,The One I Gave My Heart To,Aaliyah
1998-01-05 00:00:00,36,Spice Up Your Life,Spice Girls
1998-01-05 00:00:00,37,Butta Love,Next
1998-01-05 00:00:00,38,"Mo Money,mo Problems",Notorious B.I.G.
1998-01-05 00:00:00,39,Lollipop (Candyman),Aqua
1998-01-05 00:00:00,40,Going Back To Cali,The Notorious B.I.G.
1998-01-12 00:00:00,1,Tubthumping,Chumbawamba
1998-01-12 00:00:00,2,"Truly,madly,deeply",Savage Garden
1998-01-12 00:00:00,3,Show Me Love,Robyn
1998-01-12 00:00:00,4,Walkin' On The Sun,Smash Mouth
1998-01-12 00:00:00,5,Together Again,Janet Jackson
1998-01-12 00:00:00,6,How Do I Live,LeAnn Rimes
1998-01-12 00:00:00,7,You Make Me Wanna...,Usher
1998-01-12 00:00:00,8,As Long As You Love Me,Backstreet Boys
1998-01-12 00:00:00,9,Fly,Sugar Ray
1998-01-12 00:00:00,10,I Don't Want To Wait,Paula Cole
1998-01-12 00:00:00,11,I Do,Lisa Loeb
1998-01-12 00:00:00,12,3 Am,Matchbox 20
1998-01-12 00:00:00,13,All Cried Out,Allure &amp; 112
1998-01-12 00:00:00,14,Push,Matchbox 20
1998-01-12 00:00:00,15,How's It Going To Be,Third Eye Blind
1998-01-12 00:00:00,16,If You Could Only See,Tonic
1998-01-12 00:00:00,17,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
1998-01-12 00:00:00,18,Foolish Games,Jewel
1998-01-12 00:00:00,19,I Will Come To You,Hanson
1998-01-12 00:00:00,20,Breaking All The Rules,She Moves
1998-01-12 00:00:00,21,Feel So Good,Mase
1998-01-12 00:00:00,22,4 Seasons Of Loneliness,Boyz II Men
1998-01-12 00:00:00,23,It's All About The Benjamins,Puff Daddy &amp; The Family
1998-01-12 00:00:00,24,Heaven,Nu Flavor
1998-01-12 00:00:00,25,Love You Down,Inoj
1998-01-12 00:00:00,26,Criminal,Fiona Apple
1998-01-12 00:00:00,27,Semi-charmed Life,Third Eye Blind
1998-01-12 00:00:00,28,A Song For Mama,Boyz II Men
1998-01-12 00:00:00,29,My Body,LSG
1998-01-12 00:00:00,30,Candle In The Wind 1997,Elton John
1998-01-12 00:00:00,31,Something About The Way You Look Tonight,Elton John
1998-01-12 00:00:00,32,What Would Happen,Meredith Brooks
1998-01-12 00:00:00,33,Time Of Your Life,Green Day
1998-01-12 00:00:00,34,We're Not Making Love No More,Dru Hill
1998-01-12 00:00:00,35,Back To You,Bryan Adams
1998-01-12 00:00:00,36,I Don't Ever Want To See You Again,Uncle Sam
1998-01-12 00:00:00,37,My Heart Will Go On,Celine Dion
1998-01-12 00:00:00,38,Dangerous,Busta Rhymes
1998-01-12 00:00:00,39,Spice Up Your Life,Spice Girls
1998-01-12 00:00:00,40,The One I Gave My Heart To,Aaliyah
1998-01-19 00:00:00,1,Tubthumping,Chumbawamba
1998-01-19 00:00:00,2,"Truly,madly,deeply",Savage Garden
1998-01-19 00:00:00,3,Show Me Love,Robyn
1998-01-19 00:00:00,4,Walkin' On The Sun,Smash Mouth
1998-01-19 00:00:00,5,Together Again,Janet Jackson
1998-01-19 00:00:00,6,As Long As You Love Me,Backstreet Boys
1998-01-19 00:00:00,7,You Make Me Wanna...,Usher
1998-01-19 00:00:00,8,Fly,Sugar Ray
1998-01-19 00:00:00,9,How Do I Live,LeAnn Rimes
1998-01-19 00:00:00,10,3 Am,Matchbox 20
1998-01-19 00:00:00,11,I Do,Lisa Loeb
1998-01-19 00:00:00,12,I Don't Want To Wait,Paula Cole
1998-01-19 00:00:00,13,How's It Going To Be,Third Eye Blind
1998-01-19 00:00:00,14,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
1998-01-19 00:00:00,15,Push,Matchbox 20
1998-01-19 00:00:00,16,If You Could Only See,Tonic
1998-01-19 00:00:00,17,My Heart Will Go On,Celine Dion
1998-01-19 00:00:00,18,Heaven,Nu Flavor
1998-01-19 00:00:00,19,All Cried Out,Allure &amp; 112
1998-01-19 00:00:00,20,Time Of Your Life,Green Day
1998-01-19 00:00:00,21,Feel So Good,Mase
1998-01-19 00:00:00,22,It's All About The Benjamins,Puff Daddy &amp; The Family
1998-01-19 00:00:00,23,Foolish Games,Jewel
1998-01-19 00:00:00,24,Breaking All The Rules,She Moves
1998-01-19 00:00:00,25,Love You Down,Inoj
1998-01-19 00:00:00,26,My Body,LSG
1998-01-19 00:00:00,27,Nice &amp; Slow,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
1998-01-19 00:00:00,28,I Will Come To You,Hanson
1998-01-19 00:00:00,29,A Song For Mama,Boyz II Men
1998-01-19 00:00:00,30,What Would Happen,Meredith Brooks
1998-01-19 00:00:00,31,Semi-charmed Life,Third Eye Blind
1998-01-19 00:00:00,32,Kiss The Rain,Billie Myers
1998-01-19 00:00:00,33,Candle In The Wind 1997,Elton John
1998-01-19 00:00:00,34,I Don't Ever Want To See You Again,Uncle Sam
1998-01-19 00:00:00,35,Back To You,Bryan Adams
1998-01-19 00:00:00,36,Something About The Way You Look Tonight,Elton John
1998-01-19 00:00:00,37,Dangerous,Busta Rhymes
1998-01-19 00:00:00,38,We're Not Making Love No More,Dru Hill
1998-01-19 00:00:00,39,Sweet Surrender,Sarah McLachlan
1998-01-19 00:00:00,40,Criminal,Fiona Apple
1998-01-26 00:00:00,1,Tubthumping,Chumbawamba
1998-01-26 00:00:00,2,"Truly,madly,deeply",Savage Garden
1998-01-26 00:00:00,3,Walkin' On The Sun,Smash Mouth
1998-01-26 00:00:00,4,Together Again,Janet Jackson
1998-01-26 00:00:00,5,Show Me Love,Robyn
1998-01-26 00:00:00,6,As Long As You Love Me,Backstreet Boys
1998-01-26 00:00:00,7,3 Am,Matchbox 20
1998-01-26 00:00:00,8,Fly,Sugar Ray
1998-01-26 00:00:00,9,You Make Me Wanna...,Usher
1998-01-26 00:00:00,10,I Do,Lisa Loeb
1998-01-26 00:00:00,11,How Do I Live,LeAnn Rimes
1998-01-26 00:00:00,12,My Heart Will Go On,Celine Dion
1998-01-26 00:00:00,13,I Don't Want To Wait,Paula Cole
1998-01-26 00:00:00,14,How's It Going To Be,Third Eye Blind
1998-01-26 00:00:00,15,All Cried Out,Allure &amp; 112
1998-01-26 00:00:00,16,Time Of Your Life,Green Day
1998-01-26 00:00:00,17,If You Could Only See,Tonic
1998-01-26 00:00:00,18,Kiss The Rain,Billie Myers
1998-01-26 00:00:00,19,Push,Matchbox 20
1998-01-26 00:00:00,20,Heaven,Nu Flavor
1998-01-26 00:00:00,21,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
1998-01-26 00:00:00,22,Nice &amp; Slow,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
1998-01-26 00:00:00,23,What Would Happen,Meredith Brooks
1998-01-26 00:00:00,24,It's All About The Benjamins,Puff Daddy &amp; The Family
1998-01-26 00:00:00,25,Love You Down,Inoj
1998-01-26 00:00:00,26,Sweet Surrender,Sarah McLachlan
1998-01-26 00:00:00,27,I Don't Ever Want To See You Again,Uncle Sam
1998-01-26 00:00:00,28,Back To You,Bryan Adams
1998-01-26 00:00:00,29,A Song For Mama,Boyz II Men
1998-01-26 00:00:00,30,Feel So Good,Mase
1998-01-26 00:00:00,31,Dangerous,Busta Rhymes
1998-01-26 00:00:00,32,My Body,LSG
1998-01-26 00:00:00,33,"No, No, No",Destiny's Child
1998-01-26 00:00:00,34,Breaking All The Rules,She Moves
1998-01-26 00:00:00,35,We're Not Making Love No More,Dru Hill
1998-01-26 00:00:00,36,Candle In The Wind 1997,Elton John
1998-01-26 00:00:00,37,Father,Ll Cool J
1998-01-26 00:00:00,38,Been Around The World,Puff Daddy &amp; The Family
1998-01-26 00:00:00,39,I Will Come To You,Hanson
1998-01-26 00:00:00,40,The Mummers' Dance,Loreena Mckennitt
1998-02-02 00:00:00,1,"Truly,madly,deeply",Savage Garden
1998-02-02 00:00:00,2,As Long As You Love Me,Backstreet Boys
1998-02-02 00:00:00,3,Together Again,Janet Jackson
1998-02-02 00:00:00,4,My Heart Will Go On,Celine Dion
1998-02-02 00:00:00,5,Walkin' On The Sun,Smash Mouth
1998-02-02 00:00:00,6,Tubthumping,Chumbawamba
1998-02-02 00:00:00,7,Show Me Love,Robyn
1998-02-02 00:00:00,8,3 Am,Matchbox 20
1998-02-02 00:00:00,9,How's It Going To Be,Third Eye Blind
1998-02-02 00:00:00,10,You Make Me Wanna...,Usher
1998-02-02 00:00:00,11,I Do,Lisa Loeb
1998-02-02 00:00:00,12,Fly,Sugar Ray
1998-02-02 00:00:00,13,How Do I Live,LeAnn Rimes
1998-02-02 00:00:00,14,I Don't Want To Wait,Paula Cole
1998-02-02 00:00:00,15,Kiss The Rain,Billie Myers
1998-02-02 00:00:00,16,Time Of Your Life,Green Day
1998-02-02 00:00:00,17,Nice &amp; Slow,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
1998-02-02 00:00:00,18,All Cried Out,Allure &amp; 112
1998-02-02 00:00:00,19,Heaven,Nu Flavor
1998-02-02 00:00:00,20,Love You Down,Inoj
1998-02-02 00:00:00,21,I Don't Ever Want To See You Again,Uncle Sam
1998-02-02 00:00:00,22,Sweet Surrender,Sarah McLachlan
1998-02-02 00:00:00,23,Been Around The World,Puff Daddy &amp; The Family
1998-02-02 00:00:00,24,What Would Happen,Meredith Brooks
1998-02-02 00:00:00,25,Back To You,Bryan Adams
1998-02-02 00:00:00,26,If You Could Only See,Tonic
1998-02-02 00:00:00,27,A Song For Mama,Boyz II Men
1998-02-02 00:00:00,28,The Mummers' Dance,Loreena Mckennitt
1998-02-02 00:00:00,29,Dangerous,Busta Rhymes
1998-02-02 00:00:00,30,My Love Is The Shhh!,Somethin' For The People Featuring Trina &amp; Tamara
1998-02-02 00:00:00,31,"No, No, No",Destiny's Child
1998-02-02 00:00:00,32,Push,Matchbox 20
1998-02-02 00:00:00,33,Father,Ll Cool J
1998-02-02 00:00:00,34,My Body,LSG
1998-02-02 00:00:00,35,Feel So Good,Mase
1998-02-02 00:00:00,36,We're Not Making Love No More,Dru Hill
1998-02-02 00:00:00,37,Gone Till November,Wyclef Jean
1998-02-02 00:00:00,38,Spice Up Your Life,Spice Girls
1998-02-02 00:00:00,39,Candle In The Wind 1997,Elton John
1998-02-02 00:00:00,40,Pink,Aerosmith
1998-02-09 00:00:00,1,My Heart Will Go On,Celine Dion
1998-02-09 00:00:00,2,"Truly,madly,deeply",Savage Garden
1998-02-09 00:00:00,3,As Long As You Love Me,Backstreet Boys
1998-02-09 00:00:00,4,Together Again,Janet Jackson
1998-02-09 00:00:00,5,3 Am,Matchbox 20
1998-02-09 00:00:00,6,Walkin' On The Sun,Smash Mouth
1998-02-09 00:00:00,7,Show Me Love,Robyn
1998-02-09 00:00:00,8,Tubthumping,Chumbawamba
1998-02-09 00:00:00,9,How's It Going To Be,Third Eye Blind
1998-02-09 00:00:00,10,You Make Me Wanna...,Usher
1998-02-09 00:00:00,11,Kiss The Rain,Billie Myers
1998-02-09 00:00:00,12,Fly,Sugar Ray
1998-02-09 00:00:00,13,Time Of Your Life,Green Day
1998-02-09 00:00:00,14,I Do,Lisa Loeb
1998-02-09 00:00:00,15,I Don't Want To Wait,Paula Cole
1998-02-09 00:00:00,16,How Do I Live,LeAnn Rimes
1998-02-09 00:00:00,17,Nice &amp; Slow,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
1998-02-09 00:00:00,18,Heaven,Nu Flavor
1998-02-09 00:00:00,19,The Mummers' Dance,Loreena Mckennitt
1998-02-09 00:00:00,20,Love You Down,Inoj
1998-02-09 00:00:00,21,Been Around The World,Puff Daddy &amp; The Family
1998-02-09 00:00:00,22,I Don't Ever Want To See You Again,Uncle Sam
1998-02-09 00:00:00,23,A Song For Mama,Boyz II Men
1998-02-09 00:00:00,24,Sweet Surrender,Sarah McLachlan
1998-02-09 00:00:00,25,What Would Happen,Meredith Brooks
1998-02-09 00:00:00,26,Too Much,Spice Girls
1998-02-09 00:00:00,27,Are You Jimmy Ray?,Jimmy Ray
1998-02-09 00:00:00,28,If You Could Only See,Tonic
1998-02-09 00:00:00,29,"No, No, No",Destiny's Child
1998-02-09 00:00:00,30,All Cried Out,Allure &amp; 112
1998-02-09 00:00:00,31,Back To You,Bryan Adams
1998-02-09 00:00:00,32,Dangerous,Busta Rhymes
1998-02-09 00:00:00,33,Father,Ll Cool J
1998-02-09 00:00:00,34,I Know Where It's At,All Saints
1998-02-09 00:00:00,35,Gone Till November,Wyclef Jean
1998-02-09 00:00:00,36,We're Not Making Love No More,Dru Hill
1998-02-09 00:00:00,37,Gettin' Jiggy Wit It,Will Smith
1998-02-09 00:00:00,38,Pink,Aerosmith
1998-02-09 00:00:00,39,What You Want,Mase &amp; Total
1998-02-09 00:00:00,40,Swing My Way,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
1998-02-16 00:00:00,1,My Heart Will Go On,Celine Dion
1998-02-16 00:00:00,2,"Truly,madly,deeply",Savage Garden
1998-02-16 00:00:00,3,3 Am,Matchbox 20
1998-02-16 00:00:00,4,Together Again,Janet Jackson
1998-02-16 00:00:00,5,As Long As You Love Me,Backstreet Boys
1998-02-16 00:00:00,6,Walkin' On The Sun,Smash Mouth
1998-02-16 00:00:00,7,Kiss The Rain,Billie Myers
1998-02-16 00:00:00,8,How's It Going To Be,Third Eye Blind
1998-02-16 00:00:00,9,You Make Me Wanna...,Usher
1998-02-16 00:00:00,10,Tubthumping,Chumbawamba
1998-02-16 00:00:00,11,Show Me Love,Robyn
1998-02-16 00:00:00,12,Time Of Your Life,Green Day
1998-02-16 00:00:00,13,Fly,Sugar Ray
1998-02-16 00:00:00,14,I Do,Lisa Loeb
1998-02-16 00:00:00,15,Are You Jimmy Ray?,Jimmy Ray
1998-02-16 00:00:00,16,I Don't Want To Wait,Paula Cole
1998-02-16 00:00:00,17,Too Much,Spice Girls
1998-02-16 00:00:00,18,How Do I Live,LeAnn Rimes
1998-02-16 00:00:00,19,Nice &amp; Slow,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
1998-02-16 00:00:00,20,The Mummers' Dance,Loreena Mckennitt
1998-02-16 00:00:00,21,A Song For Mama,Boyz II Men
1998-02-16 00:00:00,22,Been Around The World,Puff Daddy &amp; The Family
1998-02-16 00:00:00,23,Love You Down,Inoj
1998-02-16 00:00:00,24,I Don't Ever Want To See You Again,Uncle Sam
1998-02-16 00:00:00,25,All My Life,K-Ci &amp; JoJo
1998-02-16 00:00:00,26,Sweet Surrender,Sarah McLachlan
1998-02-16 00:00:00,27,I Know Where It's At,All Saints
1998-02-16 00:00:00,28,Heaven,Nu Flavor
