week,position,song,artist
1998-11-02 00:00:00,26,When The Lights Go Out,Five
1998-11-02 00:00:00,27,Lately,Devine
1998-11-02 00:00:00,28,Jump Jive An' Wail,Brian Setzer Orchestra
1998-11-02 00:00:00,29,Nobody's Supposed To Be Here,Deborah Cox
1998-11-02 00:00:00,30,Inside Out,Eve 6
1998-11-02 00:00:00,31,Time After Time,Inoj
1998-11-02 00:00:00,32,Come And Get With Me,Keith Sweat &amp; Snoop Dogg
1998-11-02 00:00:00,33,Westside,TQ
1998-11-02 00:00:00,34,My Little Secret,Xscape
1998-11-02 00:00:00,35,From This Moment,Shania Twain
1998-11-02 00:00:00,36,Love Me,112 &amp; Mase
1998-11-02 00:00:00,37,Go Deep,Janet Jackson
1998-11-02 00:00:00,38,I Still Love You,Next
1998-11-02 00:00:00,39,All The Places,Aaron Hall
1998-11-02 00:00:00,40,Slide,Goo Goo Dolls
1998-11-09 00:00:00,1,One Week,Barenaked Ladies
1998-11-09 00:00:00,2,Thank U,Alanis Morissette
1998-11-09 00:00:00,3,Crush,Jennifer Paige
1998-11-09 00:00:00,4,Jumper,Third Eye Blind
1998-11-09 00:00:00,5,This Kiss,Faith Hill
1998-11-09 00:00:00,6,Are You That Somebody?,Aaliyah
1998-11-09 00:00:00,7,Iris,Goo Goo Dolls
1998-11-09 00:00:00,8,I'll Never Break Your Heart,Backstreet Boys
1998-11-09 00:00:00,9,Never Ever,All Saints
1998-11-09 00:00:00,10,The First Night,Monica
1998-11-09 00:00:00,11,I Don't Want To Miss A Thing,Aerosmith
1998-11-09 00:00:00,12,Because Of You,98 Degrees
1998-11-09 00:00:00,13,My Favorite Mistake,Sheryl Crow
1998-11-09 00:00:00,14,Save Tonight,Eagle-Eye Cherry
1998-11-09 00:00:00,15,Lullaby,Shawn Mullins
1998-11-09 00:00:00,16,I'll Be,Edwin McCain
1998-11-09 00:00:00,17,The Power Of Good-bye,Madonna
1998-11-09 00:00:00,18,Doo Wop (That Thing),Lauryn Hill
1998-11-09 00:00:00,19,Real World,Matchbox 20
1998-11-09 00:00:00,20,Tearin' Up My Heart,NSync
1998-11-09 00:00:00,21,Hands,Jewel
1998-11-09 00:00:00,22,Touch It,Monifah
1998-11-09 00:00:00,23,Hooch,Everything
1998-11-09 00:00:00,24,Too Close,Next
1998-11-09 00:00:00,25,Inside Out,Eve 6
1998-11-09 00:00:00,26,How Deep Is Your Love,Dru Hill &amp; Red Man
1998-11-09 00:00:00,27,Slide,Goo Goo Dolls
1998-11-09 00:00:00,28,Lately,Divine
1998-11-09 00:00:00,29,Nobody's Supposed To Be Here,Deborah Cox
1998-11-09 00:00:00,30,From This Moment,Shania Twain
1998-11-09 00:00:00,31,Jump Jive An' Wail,Brian Setzer Orchestra
1998-11-09 00:00:00,32,Come And Get With Me,Keith Sweat &amp; Snoop Dogg
1998-11-09 00:00:00,33,Westside,TQ
1998-11-09 00:00:00,34,Closing Time,Semisonic
1998-11-09 00:00:00,35,Love Me,112 &amp; Mase
1998-11-09 00:00:00,36,When The Lights Go Out,Five
1998-11-09 00:00:00,37,Trippin',Total
1998-11-09 00:00:00,38,My Little Secret,Xscape
1998-11-09 00:00:00,39,...Baby One More Time,Britney Spears
1998-11-09 00:00:00,40,Love Like This,Faith Evans
1998-11-16 00:00:00,1,One Week,Barenaked Ladies
1998-11-16 00:00:00,2,Thank U,Alanis Morissette
1998-11-16 00:00:00,3,Are You That Somebody?,Aaliyah
1998-11-16 00:00:00,4,Jumper,Third Eye Blind
1998-11-16 00:00:00,5,This Kiss,Faith Hill
1998-11-16 00:00:00,6,Crush,Jennifer Paige
1998-11-16 00:00:00,7,Iris,Goo Goo Dolls
1998-11-16 00:00:00,8,Lullaby,Shawn Mullins
1998-11-16 00:00:00,9,Save Tonight,Eagle-Eye Cherry
1998-11-16 00:00:00,10,The First Night,Monica
1998-11-16 00:00:00,11,Because Of You,98 Degrees
1998-11-16 00:00:00,12,My Favorite Mistake,Sheryl Crow
1998-11-16 00:00:00,13,I'll Never Break Your Heart,Backstreet Boys
1998-11-16 00:00:00,14,Never Ever,All Saints
1998-11-16 00:00:00,15,I Don't Want To Miss A Thing,Aerosmith
1998-11-16 00:00:00,16,The Power Of Good-bye,Madonna
1998-11-16 00:00:00,17,Doo Wop (That Thing),Lauryn Hill
1998-11-16 00:00:00,18,Hands,Jewel
1998-11-16 00:00:00,19,I'll Be,Edwin McCain
1998-11-16 00:00:00,20,...Baby One More Time,Britney Spears
1998-11-16 00:00:00,21,Touch It,Monifah
1998-11-16 00:00:00,22,Real World,Matchbox 20
1998-11-16 00:00:00,23,Tearin' Up My Heart,NSync
1998-11-16 00:00:00,24,Inside Out,Eve 6
1998-11-16 00:00:00,25,Slide,Goo Goo Dolls
1998-11-16 00:00:00,26,Hooch,Everything
1998-11-16 00:00:00,27,How Deep Is Your Love,Dru Hill &amp; Red Man
1998-11-16 00:00:00,28,Lately,Divine
1998-11-16 00:00:00,29,From This Moment,Shania Twain
1998-11-16 00:00:00,30,Nobody's Supposed To Be Here,Deborah Cox
1998-11-16 00:00:00,31,Westside,TQ
1998-11-16 00:00:00,32,Come And Get With Me,Keith Sweat &amp; Snoop Dogg
1998-11-16 00:00:00,33,Trippin',Total
1998-11-16 00:00:00,34,Love Me,112 &amp; Mase
1998-11-16 00:00:00,35,Love Like This,Faith Evans
1998-11-16 00:00:00,36,Too Close,Next
1998-11-16 00:00:00,37,My Little Secret,Xscape
1998-11-16 00:00:00,38,Closing Time,Semisonic
1998-11-16 00:00:00,39,All The Places,Aaron Hall
1998-11-16 00:00:00,40,I Still Love You,Next
1998-11-23 00:00:00,1,Thank U,Alanis Morissette
1998-11-23 00:00:00,2,One Week,Barenaked Ladies
1998-11-23 00:00:00,3,Jumper,Third Eye Blind
1998-11-23 00:00:00,4,Lullaby,Shawn Mullins
1998-11-23 00:00:00,5,This Kiss,Faith Hill
1998-11-23 00:00:00,6,Save Tonight,Eagle-Eye Cherry
1998-11-23 00:00:00,7,Are You That Somebody?,Aaliyah
1998-11-23 00:00:00,8,Iris,Goo Goo Dolls
1998-11-23 00:00:00,9,Crush,Jennifer Paige
1998-11-23 00:00:00,10,My Favorite Mistake,Sheryl Crow
1998-11-23 00:00:00,11,Because Of You,98 Degrees
1998-11-23 00:00:00,12,The First Night,Monica
1998-11-23 00:00:00,13,...Baby One More Time,Britney Spears
1998-11-23 00:00:00,14,The Power Of Good-bye,Madonna
1998-11-23 00:00:00,15,Hands,Jewel
1998-11-23 00:00:00,16,Doo Wop (That Thing),Lauryn Hill
1998-11-23 00:00:00,17,I'll Never Break Your Heart,Backstreet Boys
1998-11-23 00:00:00,18,Never Ever,All Saints
1998-11-23 00:00:00,19,I Don't Want To Miss A Thing,Aerosmith
1998-11-23 00:00:00,20,I'll Be,Edwin McCain
1998-11-23 00:00:00,21,Touch It,Monifah
1998-11-23 00:00:00,22,Inside Out,Eve 6
1998-11-23 00:00:00,23,Slide,Goo Goo Dolls
1998-11-23 00:00:00,24,Lately,Divine
1998-11-23 00:00:00,25,Tearin' Up My Heart,NSync
1998-11-23 00:00:00,26,From This Moment,Shania Twain
1998-11-23 00:00:00,27,Hooch,Everything
1998-11-23 00:00:00,28,Have You Ever?,Brandy
1998-11-23 00:00:00,29,Real World,Matchbox 20
1998-11-23 00:00:00,30,Nobody's Supposed To Be Here,Deborah Cox
1998-11-23 00:00:00,31,How Deep Is Your Love,Dru Hill &amp; Red Man
1998-11-23 00:00:00,32,Westside,TQ
1998-11-23 00:00:00,33,Trippin',Total
1998-11-23 00:00:00,34,Love Me,112 &amp; Mase
1998-11-23 00:00:00,35,Love Like This,Faith Evans
1998-11-23 00:00:00,36,Come And Get With Me,Keith Sweat &amp; Snoop Dogg
1998-11-23 00:00:00,37,All The Places,Aaron Hall
1998-11-23 00:00:00,38,Pushin' Weight,Ice Cube &amp; Mr.Short Khop
1998-11-23 00:00:00,39,Ghetto Cowboy,Mo Things Family
1998-11-23 00:00:00,40,I Still Love You,Next
1998-11-30 00:00:00,1,Jumper,Third Eye Blind
1998-11-30 00:00:00,2,Lullaby,Shawn Mullins
1998-11-30 00:00:00,3,Thank U,Alanis Morissette
1998-11-30 00:00:00,4,Save Tonight,Eagle-Eye Cherry
1998-11-30 00:00:00,5,One Week,Barenaked Ladies
1998-11-30 00:00:00,6,Iris,Goo Goo Dolls
1998-11-30 00:00:00,7,This Kiss,Faith Hill
1998-11-30 00:00:00,8,From This Moment,Shania Twain
1998-11-30 00:00:00,9,Are You That Somebody?,Aaliyah
1998-11-30 00:00:00,10,My Favorite Mistake,Sheryl Crow
1998-11-30 00:00:00,11,Because Of You,98 Degrees
1998-11-30 00:00:00,12,...Baby One More Time,Britney Spears
1998-11-30 00:00:00,13,The First Night,Monica
1998-11-30 00:00:00,14,Hands,Jewel
1998-11-30 00:00:00,15,Doo Wop (That Thing),Lauryn Hill
1998-11-30 00:00:00,16,Crush,Jennifer Paige
1998-11-30 00:00:00,17,Have You Ever?,Brandy
1998-11-30 00:00:00,18,Lately,Divine
1998-11-30 00:00:00,19,Nobody's Supposed To Be Here,Deborah Cox
1998-11-30 00:00:00,20,I'm Your Angel,R. Kelly &amp; Celine Dion
1998-11-30 00:00:00,21,The Power Of Good-bye,Madonna
1998-11-30 00:00:00,22,I'll Be,Edwin McCain
1998-11-30 00:00:00,23,Slide,Goo Goo Dolls
1998-11-30 00:00:00,24,Inside Out,Eve 6
1998-11-30 00:00:00,25,Never Ever,All Saints
1998-11-30 00:00:00,26,How Deep Is Your Love,Dru Hill &amp; Red Man
1998-11-30 00:00:00,27,I'll Never Break Your Heart,Backstreet Boys
1998-11-30 00:00:00,28,Touch It,Monifah
1998-11-30 00:00:00,29,Love Like This,Faith Evans
1998-11-30 00:00:00,30,I Don't Want To Miss A Thing,Aerosmith
1998-11-30 00:00:00,31,Hooch,Everything
1998-11-30 00:00:00,32,Trippin',Total
1998-11-30 00:00:00,33,Love Me,112 &amp; Mase
1998-11-30 00:00:00,34,Real World,Matchbox 20
1998-11-30 00:00:00,35,Westside,TQ
1998-11-30 00:00:00,36,Pushin' Weight,Ice Cube &amp; Mr.Short Khop
1998-11-30 00:00:00,37,Come And Get With Me,Keith Sweat &amp; Snoop Dogg
1998-11-30 00:00:00,38,Tearin' Up My Heart,NSync
1998-11-30 00:00:00,39,All The Places,Aaron Hall
1998-11-30 00:00:00,40,Ghetto Cowboy,Mo Things Family
1998-12-07 00:00:00,1,Lullaby,Shawn Mullins
1998-12-07 00:00:00,2,Jumper,Third Eye Blind
1998-12-07 00:00:00,3,Save Tonight,Eagle-Eye Cherry
1998-12-07 00:00:00,4,Thank U,Alanis Morissette
1998-12-07 00:00:00,5,Hands,Jewel
1998-12-07 00:00:00,6,...Baby One More Time,Britney Spears
1998-12-07 00:00:00,7,From This Moment,Shania Twain
1998-12-07 00:00:00,8,One Week,Barenaked Ladies
1998-12-07 00:00:00,9,Iris,Goo Goo Dolls
1998-12-07 00:00:00,10,Lately,Divine
1998-12-07 00:00:00,11,Because Of You,98 Degrees
1998-12-07 00:00:00,12,This Kiss,Faith Hill
1998-12-07 00:00:00,13,My Favorite Mistake,Sheryl Crow
1998-12-07 00:00:00,14,Are You That Somebody?,Aaliyah
1998-12-07 00:00:00,15,Have You Ever?,Brandy
1998-12-07 00:00:00,16,I'm Your Angel,R. Kelly &amp; Celine Dion
1998-12-07 00:00:00,17,Doo Wop (That Thing),Lauryn Hill
1998-12-07 00:00:00,18,Nobody's Supposed To Be Here,Deborah Cox
1998-12-07 00:00:00,19,Slide,Goo Goo Dolls
1998-12-07 00:00:00,20,The First Night,Monica
1998-12-07 00:00:00,21,Inside Out,Eve 6
1998-12-07 00:00:00,22,Crush,Jennifer Paige
1998-12-07 00:00:00,23,The Power Of Good-bye,Madonna
1998-12-07 00:00:00,24,I'll Be,Edwin McCain
1998-12-07 00:00:00,25,Love Like This,Faith Evans
1998-12-07 00:00:00,26,Never Ever,All Saints
1998-12-07 00:00:00,27,How Deep Is Your Love,Dru Hill &amp; Red Man
1998-12-07 00:00:00,28,Touch It,Monifah
1998-12-07 00:00:00,29,Miami,Will Smith
1998-12-07 00:00:00,30,Trippin',Total
1998-12-07 00:00:00,31,Love Me,112 &amp; Mase
1998-12-07 00:00:00,32,I'll Never Break Your Heart,Backstreet Boys
1998-12-07 00:00:00,33,Ghetto Cowboy,Mo Things Family
1998-12-07 00:00:00,34,Westside,TQ
1998-12-07 00:00:00,35,Pushin' Weight,Ice Cube &amp; Mr.Short Khop
1998-12-07 00:00:00,36,(God Must Have Spent) A Little More Time...,NSync
1998-12-07 00:00:00,37,Hooch,Everything
1998-12-07 00:00:00,38,Come And Get With Me,Keith Sweat &amp; Snoop Dogg
1998-12-07 00:00:00,39,All The Places,Aaron Hall
1998-12-07 00:00:00,40,Hold Me,"Brian McKnight, Tone &amp; Kobe Bryant"
1998-12-14 00:00:00,1,Lullaby,Shawn Mullins
1998-12-14 00:00:00,2,Jumper,Third Eye Blind
1998-12-14 00:00:00,3,Save Tonight,Eagle-Eye Cherry
1998-12-14 00:00:00,4,Hands,Jewel
1998-12-14 00:00:00,5,...Baby One More Time,Britney Spears
1998-12-14 00:00:00,6,From This Moment,Shania Twain
1998-12-14 00:00:00,7,Lately,Divine
1998-12-14 00:00:00,8,Because Of You,98 Degrees
1998-12-14 00:00:00,9,Thank U,Alanis Morissette
1998-12-14 00:00:00,10,I'm Your Angel,R. Kelly &amp; Celine Dion
1998-12-14 00:00:00,11,My Favorite Mistake,Sheryl Crow
1998-12-14 00:00:00,12,One Week,Barenaked Ladies
1998-12-14 00:00:00,13,Iris,Goo Goo Dolls
1998-12-14 00:00:00,14,Have You Ever?,Brandy
1998-12-14 00:00:00,15,Slide,Goo Goo Dolls
1998-12-14 00:00:00,16,This Kiss,Faith Hill
1998-12-14 00:00:00,17,Doo Wop (That Thing),Lauryn Hill
1998-12-14 00:00:00,18,Nobody's Supposed To Be Here,Deborah Cox
1998-12-14 00:00:00,19,Are You That Somebody?,Aaliyah
1998-12-14 00:00:00,20,Inside Out,Eve 6
1998-12-14 00:00:00,21,Love Like This,Faith Evans
1998-12-14 00:00:00,22,The Power Of Good-bye,Madonna
1998-12-14 00:00:00,23,The First Night,Monica
1998-12-14 00:00:00,24,I'll Be,Edwin McCain
1998-12-14 00:00:00,25,Miami,Will Smith
1998-12-14 00:00:00,26,Crush,Jennifer Paige
1998-12-14 00:00:00,27,Never Ever,All Saints
1998-12-14 00:00:00,28,How Deep Is Your Love,Dru Hill &amp; Red Man
1998-12-14 00:00:00,29,Touch It,Monifah
1998-12-14 00:00:00,30,Trippin',Total
1998-12-14 00:00:00,31,Love Me,112 &amp; Mase
1998-12-14 00:00:00,32,(God Must Have Spent) A Little More Time...,NSync
1998-12-14 00:00:00,33,Ghetto Cowboy,Mo Things Family
1998-12-14 00:00:00,34,You Get What You Give,New Radicals
1998-12-14 00:00:00,35,Pushin' Weight,Ice Cube &amp; Mr.Short Khop
1998-12-14 00:00:00,36,Hold Me,"Brian McKnight, Tone &amp; Kobe Bryant"
1998-12-14 00:00:00,37,Come And Get With Me,Keith Sweat &amp; Snoop Dogg
1998-12-14 00:00:00,38,Westside,TQ
1998-12-14 00:00:00,39,Hooch,Everything
1998-12-14 00:00:00,40,All The Places,Aaron Hall
1998-12-21 00:00:00,1,Lullaby,Shawn Mullins
1998-12-21 00:00:00,2,Jumper,Third Eye Blind
1998-12-21 00:00:00,3,Save Tonight,Eagle-Eye Cherry
1998-12-21 00:00:00,4,Hands,Jewel
1998-12-21 00:00:00,5,From This Moment,Shania Twain
1998-12-21 00:00:00,6,...Baby One More Time,Britney Spears
1998-12-21 00:00:00,7,Lately,Divine
1998-12-21 00:00:00,8,I'm Your Angel,R. Kelly &amp; Celine Dion
1998-12-21 00:00:00,9,Have You Ever?,Brandy
1998-12-21 00:00:00,10,Because Of You,98 Degrees
1998-12-21 00:00:00,11,Thank U,Alanis Morissette
1998-12-21 00:00:00,12,My Favorite Mistake,Sheryl Crow
1998-12-21 00:00:00,13,Slide,Goo Goo Dolls
1998-12-21 00:00:00,14,One Week,Barenaked Ladies
1998-12-21 00:00:00,15,Iris,Goo Goo Dolls
1998-12-21 00:00:00,16,Doo Wop (That Thing),Lauryn Hill
1998-12-21 00:00:00,17,Nobody's Supposed To Be Here,Deborah Cox
1998-12-21 00:00:00,18,This Kiss,Faith Hill
1998-12-21 00:00:00,19,Inside Out,Eve 6
1998-12-21 00:00:00,20,Are You That Somebody?,Aaliyah
1998-12-21 00:00:00,21,Miami,Will Smith
1998-12-21 00:00:00,22,Love Like This,Faith Evans
1998-12-21 00:00:00,23,I'll Be,Edwin McCain
1998-12-21 00:00:00,24,The Power Of Good-bye,Madonna
1998-12-21 00:00:00,25,(God Must Have Spent) A Little More Time...,NSync
1998-12-21 00:00:00,26,The First Night,Monica
1998-12-21 00:00:00,27,Goodbye,Spice Girls
1998-12-21 00:00:00,28,Touch It,Monifah
1998-12-21 00:00:00,29,Crush,Jennifer Paige
1998-12-21 00:00:00,30,Angel,Sarah McLachlan
1998-12-21 00:00:00,31,How Deep Is Your Love,Dru Hill &amp; Red Man
1998-12-21 00:00:00,32,Never Ever,All Saints
1998-12-21 00:00:00,33,Trippin',Total
1998-12-21 00:00:00,34,Take Me There,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
1998-12-21 00:00:00,35,Love Me,112 &amp; Mase
1998-12-21 00:00:00,36,Ghetto Cowboy,Mo Things Family
1998-12-21 00:00:00,37,You Get What You Give,New Radicals
1998-12-21 00:00:00,38,Hold Me,"Brian McKnight, Tone &amp; Kobe Bryant"
1998-12-21 00:00:00,39,Pushin' Weight,Ice Cube &amp; Mr.Short Khop
1998-12-21 00:00:00,40,Come And Get With Me,Keith Sweat &amp; Snoop Dogg
1998-12-28 00:00:00,1,Lullaby,Shawn Mullins
1998-12-28 00:00:00,2,Jumper,Third Eye Blind
1998-12-28 00:00:00,3,Save Tonight,Eagle-Eye Cherry
1998-12-28 00:00:00,4,Hands,Jewel
1998-12-28 00:00:00,5,From This Moment,Shania Twain
1998-12-28 00:00:00,6,...Baby One More Time,Britney Spears
1998-12-28 00:00:00,7,Lately,Divine
1998-12-28 00:00:00,8,I'm Your Angel,R. Kelly &amp; Celine Dion
1998-12-28 00:00:00,9,Have You Ever?,Brandy
1998-12-28 00:00:00,10,Because Of You,98 Degrees
1998-12-28 00:00:00,11,Slide,Goo Goo Dolls
1998-12-28 00:00:00,12,My Favorite Mistake,Sheryl Crow
1998-12-28 00:00:00,13,Thank U,Alanis Morissette
1998-12-28 00:00:00,14,Doo Wop (That Thing),Lauryn Hill
1998-12-28 00:00:00,15,Iris,Goo Goo Dolls
1998-12-28 00:00:00,16,Nobody's Supposed To Be Here,Deborah Cox
1998-12-28 00:00:00,17,One Week,Barenaked Ladies
1998-12-28 00:00:00,18,Inside Out,Eve 6
1998-12-28 00:00:00,19,This Kiss,Faith Hill
1998-12-28 00:00:00,20,Miami,Will Smith
1998-12-28 00:00:00,21,(God Must Have Spent) A Little More Time...,NSync
1998-12-28 00:00:00,22,Love Like This,Faith Evans
1998-12-28 00:00:00,23,Are You That Somebody?,Aaliyah
1998-12-28 00:00:00,24,The Power Of Good-bye,Madonna
1998-12-28 00:00:00,25,I'll Be,Edwin McCain
1998-12-28 00:00:00,26,Goodbye,Spice Girls
1998-12-28 00:00:00,27,Angel,Sarah McLachlan
1998-12-28 00:00:00,28,The First Night,Monica
1998-12-28 00:00:00,29,Touch It,Monifah
1998-12-28 00:00:00,30,Crush,Jennifer Paige
1998-12-28 00:00:00,31,Trippin',Total
1998-12-28 00:00:00,32,Take Me There,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
1998-12-28 00:00:00,33,Never Ever,All Saints
1998-12-28 00:00:00,34,Ghetto Cowboy,Mo Things Family
1998-12-28 00:00:00,35,Love Me,112 &amp; Mase
1998-12-28 00:00:00,36,Can I Get A ...,"Jay-Z, Ja Rule &amp; Amil-lion"
1998-12-28 00:00:00,37,You Get What You Give,New Radicals
1998-12-28 00:00:00,38,Hold Me,"Brian McKnight, Tone &amp; Kobe Bryant"
1998-12-28 00:00:00,39,Pushin' Weight,Ice Cube &amp; Mr.Short Khop
1998-12-28 00:00:00,40,I Don't Want To Miss A Thing,Mark Chesnutt
1999-01-04 00:00:00,1,Lullaby,Shawn Mullins
1999-01-04 00:00:00,2,Have You Ever?,Brandy
1999-01-04 00:00:00,3,Save Tonight,Eagle-Eye Cherry
1999-01-04 00:00:00,4,Jumper,Third Eye Blind
1999-01-04 00:00:00,5,Hands,Jewel
1999-01-04 00:00:00,6,Lately,Divine
1999-01-04 00:00:00,7,...Baby One More Time,Britney Spears
1999-01-04 00:00:00,8,I'm Your Angel,R. Kelly &amp; Celine Dion
1999-01-04 00:00:00,9,From This Moment,Shania Twain
1999-01-04 00:00:00,10,Slide,Goo Goo Dolls
1999-01-04 00:00:00,11,Because Of You,98 Degrees
1999-01-04 00:00:00,12,Doo Wop (That Thing),Lauryn Hill
1999-01-04 00:00:00,13,My Favorite Mistake,Sheryl Crow
1999-01-04 00:00:00,14,Nobody's Supposed To Be Here,Deborah Cox
1999-01-04 00:00:00,15,Inside Out,Eve 6
1999-01-04 00:00:00,16,Iris,Goo Goo Dolls
1999-01-04 00:00:00,17,Miami,Will Smith
1999-01-04 00:00:00,18,(God Must Have Spent) A Little More Time...,NSync
1999-01-04 00:00:00,19,Angel,Sarah McLachlan
1999-01-04 00:00:00,20,One Week,Barenaked Ladies
1999-01-04 00:00:00,21,Touch It,Monifah
1999-01-04 00:00:00,22,This Kiss,Faith Hill
1999-01-04 00:00:00,23,Thank U,Alanis Morissette
1999-01-04 00:00:00,24,Are You That Somebody?,Aaliyah
1999-01-04 00:00:00,25,Love Like This,Faith Evans
1999-01-04 00:00:00,26,Take Me There,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
1999-01-04 00:00:00,27,You Get What You Give,New Radicals
1999-01-04 00:00:00,28,The Power Of Good-bye,Madonna
1999-01-04 00:00:00,29,I'll Be,Edwin McCain
1999-01-04 00:00:00,30,Goodbye,Spice Girls
1999-01-04 00:00:00,31,Trippin',Total
1999-01-04 00:00:00,32,Ghetto Cowboy,Mo Things Family
1999-01-04 00:00:00,33,Love Me,112 &amp; Mase
1999-01-04 00:00:00,34,Pushin' Weight,Ice Cube &amp; Mr.Short Khop
1999-01-04 00:00:00,35,Hold Me,"Brian McKnight, Tone &amp; Kobe Bryant"
1999-01-04 00:00:00,36,I Don't Want To Miss A Thing,Mark Chesnutt
1999-01-04 00:00:00,37,The First Night,Monica
1999-01-04 00:00:00,38,Can I Get A ...,"Jay-Z, Ja Rule &amp; Amil-lion"
1999-01-04 00:00:00,39,Come And Get With Me,Keith Sweat &amp; Snoop Dogg
1999-01-04 00:00:00,40,All The Places,Aaron Hall
1999-01-11 00:00:00,1,Lullaby,Shawn Mullins
1999-01-11 00:00:00,2,Have You Ever?,Brandy
1999-01-11 00:00:00,3,Save Tonight,Eagle-Eye Cherry
1999-01-11 00:00:00,4,Jumper,Third Eye Blind
1999-01-11 00:00:00,5,Hands,Jewel
1999-01-11 00:00:00,6,...Baby One More Time,Britney Spears
1999-01-11 00:00:00,7,Lately,Divine
1999-01-11 00:00:00,8,I'm Your Angel,R. Kelly &amp; Celine Dion
1999-01-11 00:00:00,9,From This Moment,Shania Twain
1999-01-11 00:00:00,10,Slide,Goo Goo Dolls
1999-01-11 00:00:00,11,Because Of You,98 Degrees
1999-01-11 00:00:00,12,Doo Wop (That Thing),Lauryn Hill
1999-01-11 00:00:00,13,My Favorite Mistake,Sheryl Crow
1999-01-11 00:00:00,14,Nobody's Supposed To Be Here,Deborah Cox
1999-01-11 00:00:00,15,Inside Out,Eve 6
1999-01-11 00:00:00,16,Miami,Will Smith
1999-01-11 00:00:00,17,Angel,Sarah McLachlan
1999-01-11 00:00:00,18,(God Must Have Spent) A Little More Time...,NSync
1999-01-11 00:00:00,19,Iris,Goo Goo Dolls
1999-01-11 00:00:00,20,This Kiss,Faith Hill
1999-01-11 00:00:00,21,One Week,Barenaked Ladies
1999-01-11 00:00:00,22,Take Me There,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
1999-01-11 00:00:00,23,Touch It,Monifah
1999-01-11 00:00:00,24,You Get What You Give,New Radicals
1999-01-11 00:00:00,25,Thank U,Alanis Morissette
1999-01-11 00:00:00,26,Are You That Somebody?,Aaliyah
1999-01-11 00:00:00,27,Love Like This,Faith Evans
1999-01-11 00:00:00,28,Trippin',Total
1999-01-11 00:00:00,29,Ghetto Cowboy,Mo Things Family
1999-01-11 00:00:00,30,Goodbye,Spice Girls
1999-01-11 00:00:00,31,Love Me,112 &amp; Mase
1999-01-11 00:00:00,32,Hold Me,"Brian McKnight, Tone &amp; Kobe Bryant"
1999-01-11 00:00:00,33,Pushin' Weight,Ice Cube &amp; Mr.Short Khop
1999-01-11 00:00:00,34,The Power Of Good-bye,Madonna
1999-01-11 00:00:00,35,I Don't Want To Miss A Thing,Mark Chesnutt
1999-01-11 00:00:00,36,Big Big World,Emilia
1999-01-11 00:00:00,37,I Will Get There,Boyz II Men
1999-01-11 00:00:00,38,Believe,Cher
1999-01-11 00:00:00,39,Wherever You Go,Voices Of Theory
1999-01-11 00:00:00,40,Can I Get A ...,"Jay-Z, Ja Rule &amp; Amil-lion"
1999-01-18 00:00:00,1,Lullaby,Shawn Mullins
1999-01-18 00:00:00,2,Have You Ever?,Brandy
1999-01-18 00:00:00,3,Save Tonight,Eagle-Eye Cherry
1999-01-18 00:00:00,4,Jumper,Third Eye Blind
1999-01-18 00:00:00,5,Hands,Jewel
1999-01-18 00:00:00,6,...Baby One More Time,Britney Spears
1999-01-18 00:00:00,7,Lately,Divine
1999-01-18 00:00:00,8,I'm Your Angel,R. Kelly &amp; Celine Dion
1999-01-18 00:00:00,9,Slide,Goo Goo Dolls
1999-01-18 00:00:00,10,From This Moment,Shania Twain
1999-01-18 00:00:00,11,Miami,Will Smith
1999-01-18 00:00:00,12,(God Must Have Spent) A Little More Time...,NSync
1999-01-18 00:00:00,13,Angel,Sarah McLachlan
1999-01-18 00:00:00,14,Because Of You,98 Degrees
1999-01-18 00:00:00,15,Doo Wop (That Thing),Lauryn Hill
1999-01-18 00:00:00,16,Nobody's Supposed To Be Here,Deborah Cox
1999-01-18 00:00:00,17,Inside Out,Eve 6
1999-01-18 00:00:00,18,My Favorite Mistake,Sheryl Crow
1999-01-18 00:00:00,19,Iris,Goo Goo Dolls
1999-01-18 00:00:00,20,Take Me There,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
1999-01-18 00:00:00,21,Touch It,Monifah
1999-01-18 00:00:00,22,You Get What You Give,New Radicals
1999-01-18 00:00:00,23,Love Like This,Faith Evans
1999-01-18 00:00:00,24,When You Believe,"<img border=""0"" class=""lazyimg"" src=""https://top40-charts.com/images/spacer.gif"" width=""75""/>"
1999-01-18 00:00:00,25,One Week,Barenaked Ladies
1999-01-18 00:00:00,26,Ghetto Cowboy,Mo Things Family
1999-01-18 00:00:00,27,Pretty Fly (For A White Guy),Offspring
1999-01-18 00:00:00,28,Trippin',Total
1999-01-18 00:00:00,29,Believe,Cher
1999-01-18 00:00:00,30,I Will Get There,Boyz II Men
1999-01-18 00:00:00,31,Hold Me,"Brian McKnight, Tone &amp; Kobe Bryant"
1999-01-18 00:00:00,32,Goodbye,Spice Girls
1999-01-18 00:00:00,33,This Kiss,Faith Hill
