combo,week,position,artist,song,artist_id,song_id,acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,a_cappella,acoustic_pop,adult_standards,afrofuturism,alabama_rap,alberta_country,album_rock,alt_z,alternative_dance,alternative_hip_hop,alternative_metal,alternative_pop,alternative_r&b,alternative_rock,american_folk_revival,anarcho-punk,anti-folk,arkansas_country,arkansas_hip_hop,art_pop,art_rock,asian_american_hip_hop,atl_hip_hop,atl_trap,atlanta_bass,austin_singer-songwriter,australian_country,australian_dance,australian_electropop,australian_hip_hop,australian_house,australian_indie,australian_pop,australian_talent_show,bahamian_pop,barbadian_pop,baroque_pop,bass_house,bass_trap,bassline,baton_rouge_rap,battle_rap,bedroom_pop,bedroom_soul,belgian_dance,belgian_pop,bhangra,big_beat,big_room,black_americana,blues_rock,bossbeat,boston_hip_hop,boston_punk,boston_rock,bounce,bow_pop,boy_band,brill_building_pop,british_invasion,british_soul,britpop,bronx_hip_hop,brooklyn_drill,brostep,bubblegum_dance,cali_rap,canadian_celtic,canadian_contemporary_country,canadian_contemporary_r&b,canadian_country,canadian_hip_hop,canadian_latin,canadian_metal,canadian_old_school_hip_hop,canadian_pop,canadian_pop_punk,canadian_punk,canadian_rock,canadian_singer-songwriter,canadian_trap,candy_pop,cartoon,ccm,celtic,celtic_rock,chamber_pop,chicago_bop,chicago_drill,chicago_indie,chicago_rap,chicano_rap,children's_music,chopped_and_screwed,christian_alternative_rock,christian_indie,christian_music,christian_rock,chutney,classic_bhangra,classic_dubstep,classic_girl_group,classic_rock,clean_comedy,colombian_pop,comedy,comedy_rap,comic,complextro,conscious_hip_hop,contemporary_country,contemporary_r&b,contemporary_vocal_jazz,country,country_dawn,country_gospel,country_pop,country_rap,country_road,country_rock,cowboy_western,cowpunk,crunk,cyberpunk,dance-punk,dance_pop,dance_rock,dancehall,danish_pop,dark_clubbing,dark_pop,deep_acoustic_pop,deep_southern_trap,deep_underground_hip_hop,derby_indie,desi_hip_hop,desi_pop,destroy_techno,detroit_hip_hop,detroit_rock,dfw_rap,dirty_south_rap,disco,dmv_rap,dong-yo,double_drumming,downtempo,drill,dutch_edm,dutch_pop,east_coast_hip_hop,easy_listening,ectofolk,edm,electra,electro,electro_house,electronic_rock,electronic_trap,electronica,electropop,electropowerpop,emo,emo_rap,escape_room,etherpop,eurodance,europop,fake,filter_house,florida_rap,folk,folk-pop,folk_rock,french_indie_pop,french_pop,french_rock,funk,funk_metal,funk_rock,futuristic_swag,g_funk,gambian_hip_hop,gangster_rap,garage_rock,gauze_pop,gen_z_singer-songwriter,german_pop,german_techno,ghanaian_hip_hop,girl_group,glam_metal,glam_rock,glee_club,golden_age_hip_hop,gospel,gospel_r&b,grime,grunge,grunge_pop,hard_rock,hardcore_hip_hop,harlem_hip_hop,hawaiian_hip_hop,heartland_rock,hip_hop,hip_house,hip_pop,hollywood,house,houston_rap,hyphy,idol,indie_pop,indie_pop_rap,indie_poptimism,indie_rock,indie_soul,indiecoustica,indietronica,industrial,industrial_metal,industrial_rock,irish_rock,irish_singer-songwriter,italian_adult_pop,italo_dance,jam_band,jamaican_dancehall,jazz_pop,k-pop,k-pop_boy_group,k-pop_girl_group,k-rap,kentucky_hip_hop,korean_old_school_hip_hop,la_indie,latin_hip_hop,latin_pop,latin_viral_pop,lds_youth,lgbtq+_hip_hop,lilith,lounge,lovers_rock,madchester,maine_hip_hop,medieval_folk,melancholia,melbourne_bounce_international,mellow_gold,melodic_dubstep,melodic_rap,memphis_hip_hop,metal,metropopolis,mexican_classic_rock,mexican_pop,miami_bass,miami_hip_hop,middle_earth,minneapolis_sound,minnesota_hip_hop,mississippi_hip_hop,modern_alternative_pop,modern_alternative_rock,modern_blues_rock,modern_country_rock,modern_folk_rock,modern_indie_pop,modern_power_pop,modern_rock,modern_uplift,nashville_hip_hop,neo-singer-songwriter,neo-synthpop,neo_mellow,neo_soul,neon_pop_punk,new_jack_swing,new_jersey_rap,new_jersey_underground_rap,new_orleans_rap,new_rave,new_romantic,new_wave,new_wave_pop,ninja,north_carolina_hip_hop,norwegian_pop,nouvelle_chanson_francaise,nu_metal,nyc_rap,nz_pop,oakland_hip_hop,ohio_hip_hop,oklahoma_country,old_school_atlanta_hip_hop,old_school_dancehall,old_school_hip_hop,old_school_thrash,omaha_indie,operatic_pop,orchestral_soundtrack,outlaw_country,oxford_indie,panamanian_pop,permanent_wave,philly_rap,piano_rock,pittsburgh_rap,pixie,plugg,pluggnb,political_hip_hop,pop,pop_dance,pop_emo,pop_punk,pop_r&b,pop_rap,pop_rock,pop_soul,post-grunge,post-teen_pop,power_pop,progressive_electro_house,progressive_house,puerto_rican_pop,punk,punk_blues,queens_hip_hop,queer_country,quiet_storm,r&b,rap,rap_conscient,rap_kreyol,rap_latina,rap_metal,rap_rock,redneck,reggae_fusion,reggaeton,reggaeton_colombiano,reggaeton_flow,rhode_island_rap,rock,rock-and-roll,rock_drums,rockabilly,romanian_house,romanian_pop,roots_reggae,sad_rap,salsa,san_diego_rap,scam_rap,scandipop,scottish_singer-songwriter,screamo,seattle_hip_hop,seattle_indie,shimmer_pop,shiver_pop,shoegaze,show_tunes,singer-songwriter,ska,ska_punk,skate_punk,slap_house,sleaze_rock,soca,socal_pop_punk,soft_rock,solo_wave,sophisti-pop,soul,soul_flow,soundtrack,south_african_pop,south_african_rock,south_carolina_hip_hop,southern_hip_hop,st_louis_rap,stomp_and_holler,stomp_pop,supergroup,swedish_electropop,swedish_pop,swedish_synthpop,swing,synthpop,talent_show,tennessee_hip_hop,texas_country,texas_latin_rap,texas_pop_punk,thrash_metal,toronto_rap,traditional_country,trancecore,trap,trap_boricua,trap_latino,trap_queen,trip_hop,tropical,tropical_house,turntablism,uk_alternative_pop,uk_americana,uk_contemporary_r&b,uk_dance,uk_funky,uk_garage,uk_pop,underground_hip_hop,upstate_ny_rap,urban_contemporary,vapor_trap,vapor_twitch,vincy_soca,viral_pop,viral_rap,viral_trap,virginia_hip_hop,vocal_house,vocal_jazz,washington_indie,west_coast_rap,world,worship,yacht_rock,yakut_pop,yodeling
7FgMLbnZVrEnir95O0YujA3TwtrR1yNLY1PMPsrGQpOp,10/27/01,38,Five For Fighting,Superman (It's Not Easy),7FgMLbnZVrEnir95O0YujA,3TwtrR1yNLY1PMPsrGQpOp,0.0733,0.382,221693,0.416,0,0,0.0719,-9.303,1,0.0302,102.089,4,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7urq0VfqxEYEEiZUkebXT46uRH1qMz30ZBwwUG0IYE5s,10/27/01,40,112,Dance With Me,7urq0VfqxEYEEiZUkebXT4,6uRH1qMz30ZBwwUG0IYE5s,0.0259,0.912,231800,0.511,0,9,0.0442,-6.365,1,0.203,101.628,4,0.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5rSXSAkZ67PYJSvpUpkOr70AiTIiCQ15NW8QHQwSxKuR,11/3/01,36,Backstreet Boys,Drowning,5rSXSAkZ67PYJSvpUpkOr7,0AiTIiCQ15NW8QHQwSxKuR,0.0799,0.568,267227,0.782,0,6,0.0985,-5.968,1,0.0396,141.942,4,0.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0LlPal5iJGcCWwZp8VefVs5dXmPzPDTMWmxmpzxAV1JZ,11/3/01,40,City High,Caramel,0LlPal5iJGcCWwZp8VefVs,5dXmPzPDTMWmxmpzxAV1JZ,0.175,0.801,212293,0.66,9.50E-06,5,0.0748,-8.267,0,0.286,93.036,4,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1KCSPY1glIKqW2TotWuXOR02jcEwywffn3Tsb48fXmlW,11/10/01,35,P!nk,Get The Party Started,1KCSPY1glIKqW2TotWuXOR,02jcEwywffn3Tsb48fXmlW,0.0011,0.802,192533,0.903,0,11,0.173,-3.267,0,0.046,128.93,4,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2bA6fzP0lMAQ4kz6CF61w83VHevS1BocAcrihLnl11DG,11/24/01,35,Toby Keith,I Wanna Talk About Me,2bA6fzP0lMAQ4kz6CF61w8,3VHevS1BocAcrihLnl11DG,0.168,0.765,183960,0.87,0,5,0.125,-5.191,1,0.0499,106.06,4,0.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0EmeFodog0BfCgMzAIvKQp2lnzGkdtDj5mtlcOW2yRtG,11/24/01,37,Shakira,"Whenever, Wherever",0EmeFodog0BfCgMzAIvKQp,2lnzGkdtDj5mtlcOW2yRtG,0.237,0.794,196160,0.832,1.14E-05,1,0.203,-4.862,0,0.0407,107.657,4,0.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1J2VVASYAamtQ3Bt8wGgA64hrae8atte6cRlSC9a7VCO,12/1/01,31,Ja Rule,Always On Time,1J2VVASYAamtQ3Bt8wGgA6,4hrae8atte6cRlSC9a7VCO,0.208,0.839,245133,0.706,0,5,0.242,-6.104,0,0.199,96.673,4,0.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5aMmmNxw4vgpc5XC6hK0zp5QpaGzWp0hwB5faV8dkbAz,12/1/01,35,Calling,Wherever You Will Go,5aMmmNxw4vgpc5XC6hK0zp,5QpaGzWp0hwB5faV8dkbAz,0.0367,0.558,208600,0.719,0,2,0.115,-5.113,1,0.0267,112.027,4,0.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7y9COUDxusQXRjW95vOubE4yym5ZJXwvg03d4kyhLVZO,12/15/01,36,David Ball,Riding With Private Malone,7y9COUDxusQXRjW95vOubE,4yym5ZJXwvg03d4kyhLVZO,0.402,0.684,275067,0.535,0,4,0.0993,-8.864,1,0.0451,93.923,4,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
